artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,popularity,result
Lenny Kravitz,Are You Gonna Go My Way,0.619,0.67,11.0,-10.322,0.0,0.0353,0.00165,0.0109,0.331,0.777,129.269,audio_features,45Ia1U4KtIjAPPU7Wv1Sea,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/tracks/45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/audio-analysis/45Ia1U4KtIjAPPU7Wv1Sea,211933.0,4.0,"['permanent wave', 'pop rock', 'rock']",73.0,0.0
Blues Traveler,Run-Around,0.591,0.907,7.0,-5.648,1.0,0.0837,0.0675,0.0,0.0903,0.817,151.961,audio_features,3y8rEUEUdmAcPCpPoLotnO,spotify:track:3y8rEUEUdmAcPCpPoLotnO,https://api.spotify.com/v1/tracks/3y8rEUEUdmAcPCpPoLotnO,https://api.spotify.com/v1/audio-analysis/3y8rEUEUdmAcPCpPoLotnO,280093.0,4.0,"['alternative rock', 'blues rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",66.0,0.0
Snow,Informer,0.763,0.742,6.0,-10.975,0.0,0.188,0.0984,0.0,0.38,0.483,98.145,audio_features,2LjiPAQOVazT8sRyXL3XRs,spotify:track:2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/tracks/2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/audio-analysis/2LjiPAQOVazT8sRyXL3XRs,268910.0,4.0,"['sad lo-fi', 'sad rap']",64.0,0.0
Steve Winwood,Higher Love - Single Version,0.718,0.879,5.0,-7.468,1.0,0.0372,0.0209,0.077,0.103,0.927,98.652,audio_features,3vt8BR4MO7CEfccwJaXkqx,spotify:track:3vt8BR4MO7CEfccwJaXkqx,https://api.spotify.com/v1/tracks/3vt8BR4MO7CEfccwJaXkqx,https://api.spotify.com/v1/audio-analysis/3vt8BR4MO7CEfccwJaXkqx,243573.0,4.0,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']",60.0,0.0
John Newman,Love Me Again,0.485,0.915,2.0,-3.469,0.0,0.0544,0.00441,0.00112,0.0987,0.201,126.027,audio_features,57PjISfyOyDcvTPipz16nf,spotify:track:57PjISfyOyDcvTPipz16nf,https://api.spotify.com/v1/tracks/57PjISfyOyDcvTPipz16nf,https://api.spotify.com/v1/audio-analysis/57PjISfyOyDcvTPipz16nf,240289.0,4.0,[],65.0,0.0
American Authors,Best Day Of My Life,0.672,0.901,2.0,-2.415,1.0,0.0353,0.0545,0.000285,0.0792,0.507,99.989,audio_features,5k31cAfP8yymw8v0AYQIjr,spotify:track:5k31cAfP8yymw8v0AYQIjr,https://api.spotify.com/v1/tracks/5k31cAfP8yymw8v0AYQIjr,https://api.spotify.com/v1/audio-analysis/5k31cAfP8yymw8v0AYQIjr,194000.0,4.0,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock']",79.0,0.0
Imagine Dragons,On Top Of The World,0.507,0.923,0.0,-5.581,1.0,0.173,0.0818,4.63e-06,0.0951,0.768,99.252,audio_features,4eLSCSELtKxZwXnFbNLXT5,spotify:track:4eLSCSELtKxZwXnFbNLXT5,https://api.spotify.com/v1/tracks/4eLSCSELtKxZwXnFbNLXT5,https://api.spotify.com/v1/audio-analysis/4eLSCSELtKxZwXnFbNLXT5,189840.0,4.0,"['modern rock', 'pop', 'rock']",67.0,0.0
Pitbull,Fireball (feat. John Ryan),0.761,0.933,10.0,-5.38,1.0,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,audio_features,4Y7XAxTANhu3lmnLAzhWJW,spotify:track:4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/tracks/4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/audio-analysis/4Y7XAxTANhu3lmnLAzhWJW,236200.0,4.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",72.0,0.0
Stone Temple Pilots,Plush,0.417,0.913,7.0,-6.049,0.0,0.0441,0.00248,1.09e-06,0.166,0.439,144.591,audio_features,2TAQ9YGehOKWDqDak5DuXc,spotify:track:2TAQ9YGehOKWDqDak5DuXc,https://api.spotify.com/v1/tracks/2TAQ9YGehOKWDqDak5DuXc,https://api.spotify.com/v1/audio-analysis/2TAQ9YGehOKWDqDak5DuXc,310400.0,4.0,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",63.0,0.0
Bruce Springsteen,Glory Days,0.562,0.948,9.0,-6.547,1.0,0.0332,0.165,0.0,0.118,0.977,117.153,audio_features,23DjJ1MQIoVTF5JYJiCq3R,spotify:track:23DjJ1MQIoVTF5JYJiCq3R,https://api.spotify.com/v1/tracks/23DjJ1MQIoVTF5JYJiCq3R,https://api.spotify.com/v1/audio-analysis/23DjJ1MQIoVTF5JYJiCq3R,255067.0,4.0,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",70.0,0.0
The Black Crowes,Jealous Again,0.639,0.844,7.0,-4.623,1.0,0.0263,0.0944,0.0,0.152,0.665,114.412,audio_features,0wuLm98dMgCHF6g5SpKY71,spotify:track:0wuLm98dMgCHF6g5SpKY71,https://api.spotify.com/v1/tracks/0wuLm98dMgCHF6g5SpKY71,https://api.spotify.com/v1/audio-analysis/0wuLm98dMgCHF6g5SpKY71,275067.0,4.0,"['album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'mellow gold', 'pop rock', 'rock', 'southern rock']",56.0,0.0
Los Lonely Boys,Heaven,0.656,0.821,11.0,-6.369,1.0,0.0619,0.394,3.53e-06,0.0278,0.813,91.989,audio_features,5YG4RY9H7vJdW5xn93KcUR,spotify:track:5YG4RY9H7vJdW5xn93KcUR,https://api.spotify.com/v1/tracks/5YG4RY9H7vJdW5xn93KcUR,https://api.spotify.com/v1/audio-analysis/5YG4RY9H7vJdW5xn93KcUR,230227.0,4.0,[],74.0,0.0
Tag Team,Whoomp! (There It Is) (Club Mix),0.792,0.602,4.0,-7.477,0.0,0.0398,0.00134,2.59e-06,0.0705,0.45,129.451,audio_features,4oMsN8sDnYw4pcvnHTWJep,spotify:track:4oMsN8sDnYw4pcvnHTWJep,https://api.spotify.com/v1/tracks/4oMsN8sDnYw4pcvnHTWJep,https://api.spotify.com/v1/audio-analysis/4oMsN8sDnYw4pcvnHTWJep,274733.0,4.0,['miami bass'],74.0,0.0
Third Eye Blind,Semi-Charmed Life,0.637,0.902,7.0,-5.077,1.0,0.0325,0.00752,0.0,0.323,0.685,102.014,audio_features,6luSHkUXVmx3DKGN4TuRqF,spotify:track:6luSHkUXVmx3DKGN4TuRqF,https://api.spotify.com/v1/tracks/6luSHkUXVmx3DKGN4TuRqF,https://api.spotify.com/v1/audio-analysis/6luSHkUXVmx3DKGN4TuRqF,269040.0,4.0,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",75.0,0.0
Natalie La Rose,Somebody,0.83,0.52,0.0,-8.714,1.0,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,audio_features,7ioiB40H9xKs04QtIso2I3,spotify:track:7ioiB40H9xKs04QtIso2I3,https://api.spotify.com/v1/tracks/7ioiB40H9xKs04QtIso2I3,https://api.spotify.com/v1/audio-analysis/7ioiB40H9xKs04QtIso2I3,189907.0,4.0,[],77.0,0.0
Jason Derulo,It Girl,0.668,0.718,1.0,-4.736,0.0,0.0605,0.0165,0.0,0.104,0.345,91.993,audio_features,2giHiZTf7a3UKkYvENgavP,spotify:track:2giHiZTf7a3UKkYvENgavP,https://api.spotify.com/v1/tracks/2giHiZTf7a3UKkYvENgavP,https://api.spotify.com/v1/audio-analysis/2giHiZTf7a3UKkYvENgavP,192200.0,4.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",72.0,0.0
Linkin Park,A LIGHT THAT NEVER COMES,0.687,0.871,0.0,-5.531,1.0,0.0689,0.00225,0.00708,0.134,0.539,115.0,audio_features,3BnBKNItMng824sLx0pUfy,spotify:track:3BnBKNItMng824sLx0pUfy,https://api.spotify.com/v1/tracks/3BnBKNItMng824sLx0pUfy,https://api.spotify.com/v1/audio-analysis/3BnBKNItMng824sLx0pUfy,229439.0,4.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",62.0,0.0
Jason Derulo,Don't Wanna Go Home,0.671,0.808,2.0,-4.861,0.0,0.0652,0.02,0.0,0.134,0.637,121.956,audio_features,4jx64GUcjOIKl6Rdc0gXRB,spotify:track:4jx64GUcjOIKl6Rdc0gXRB,https://api.spotify.com/v1/tracks/4jx64GUcjOIKl6Rdc0gXRB,https://api.spotify.com/v1/audio-analysis/4jx64GUcjOIKl6Rdc0gXRB,206080.0,4.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",64.0,0.0
T-Pain,Turn All the Lights On (feat. Ne-Yo),0.697,0.807,6.0,-3.049,0.0,0.0587,0.0382,0.0,0.471,0.732,127.01,audio_features,5Ue25r0VGvZR7vaw3iB0gZ,spotify:track:5Ue25r0VGvZR7vaw3iB0gZ,https://api.spotify.com/v1/tracks/5Ue25r0VGvZR7vaw3iB0gZ,https://api.spotify.com/v1/audio-analysis/5Ue25r0VGvZR7vaw3iB0gZ,216440.0,4.0,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",64.0,0.0
Semisonic,Closing Time,0.478,0.854,7.0,-5.454,1.0,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,audio_features,1A5V1sxyCLpKJezp75tUXn,spotify:track:1A5V1sxyCLpKJezp75tUXn,https://api.spotify.com/v1/tracks/1A5V1sxyCLpKJezp75tUXn,https://api.spotify.com/v1/audio-analysis/1A5V1sxyCLpKJezp75tUXn,274160.0,4.0,['pop rock'],72.0,0.0
SNAP!,Rhythm Is A Dancer - 12'' Version,0.768,0.874,9.0,-7.303,0.0,0.034,0.117,0.0628,0.0842,0.839,124.251,audio_features,5dle7lDSqNS2AcFtbvgkud,spotify:track:5dle7lDSqNS2AcFtbvgkud,https://api.spotify.com/v1/tracks/5dle7lDSqNS2AcFtbvgkud,https://api.spotify.com/v1/audio-analysis/5dle7lDSqNS2AcFtbvgkud,316133.0,4.0,"['diva house', 'eurodance', 'europop', 'german techno', 'hip house']",63.0,0.0
Will Smith,Miami,0.877,0.534,1.0,-6.178,1.0,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,audio_features,6e8Ou0wiqAzIpWb2eSxll8,spotify:track:6e8Ou0wiqAzIpWb2eSxll8,https://api.spotify.com/v1/tracks/6e8Ou0wiqAzIpWb2eSxll8,https://api.spotify.com/v1/audio-analysis/6e8Ou0wiqAzIpWb2eSxll8,197560.0,4.0,"['hip hop', 'pop rap']",70.0,0.0
Gorillaz,Feel Good Inc.,0.818,0.705,6.0,-6.679,1.0,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640.0,4.0,['alternative hip hop'],83.0,0.0
Sublime,What I Got,0.795,0.706,7.0,-7.494,1.0,0.101,0.0172,0.000384,0.326,0.623,95.593,audio_features,3oVSsJXNADnYAnZWiEWFJH,spotify:track:3oVSsJXNADnYAnZWiEWFJH,https://api.spotify.com/v1/tracks/3oVSsJXNADnYAnZWiEWFJH,https://api.spotify.com/v1/audio-analysis/3oVSsJXNADnYAnZWiEWFJH,171067.0,4.0,"['reggae fusion', 'ska mexicano', 'ska punk']",73.0,0.0
Sublime,Smoke Two Joints,0.74,0.56,2.0,-9.623,1.0,0.129,0.00173,0.0181,0.178,0.316,95.162,audio_features,0FdTBwYr1aNF1smfqaoCde,spotify:track:0FdTBwYr1aNF1smfqaoCde,https://api.spotify.com/v1/tracks/0FdTBwYr1aNF1smfqaoCde,https://api.spotify.com/v1/audio-analysis/0FdTBwYr1aNF1smfqaoCde,173360.0,4.0,"['reggae fusion', 'ska mexicano', 'ska punk']",62.0,0.0
The Mighty Mighty Bosstones,The Impression That I Get,0.418,0.945,4.0,-5.406,1.0,0.118,0.0991,0.0123,0.23,0.696,181.174,audio_features,1ru5R5iSawvuMELqKXxLjS,spotify:track:1ru5R5iSawvuMELqKXxLjS,https://api.spotify.com/v1/tracks/1ru5R5iSawvuMELqKXxLjS,https://api.spotify.com/v1/audio-analysis/1ru5R5iSawvuMELqKXxLjS,194760.0,4.0,"['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']",67.0,0.0
UB40,Red Red Wine,0.857,0.468,1.0,-8.53,1.0,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,audio_features,4uOKFydzAejjSFqYbv1XPt,spotify:track:4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/tracks/4uOKFydzAejjSFqYbv1XPt,https://api.spotify.com/v1/audio-analysis/4uOKFydzAejjSFqYbv1XPt,183733.0,4.0,"['reggae fusion', 'uk reggae']",73.0,0.0
Damian Marley,Welcome To Jamrock,0.835,0.661,7.0,-6.502,0.0,0.333,0.0208,0.0,0.449,0.753,76.723,audio_features,2e5Vm6VvdlTzuNcRSikeU6,spotify:track:2e5Vm6VvdlTzuNcRSikeU6,https://api.spotify.com/v1/tracks/2e5Vm6VvdlTzuNcRSikeU6,https://api.spotify.com/v1/audio-analysis/2e5Vm6VvdlTzuNcRSikeU6,213200.0,4.0,"['modern reggae', 'reggae', 'reggae fusion']",67.0,0.0
Survivor,Eye of the Tiger,0.817,0.599,0.0,-9.249,0.0,0.0328,0.132,0.000311,0.0873,0.548,108.873,audio_features,2KH16WveTQWT6KOG9Rg6e2,spotify:track:2KH16WveTQWT6KOG9Rg6e2,https://api.spotify.com/v1/tracks/2KH16WveTQWT6KOG9Rg6e2,https://api.spotify.com/v1/audio-analysis/2KH16WveTQWT6KOG9Rg6e2,245640.0,4.0,"['album rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",76.0,0.0
Linkin Park,Papercut,0.524,0.939,9.0,-3.994,1.0,0.113,0.00022,0.0,0.623,0.661,150.184,audio_features,1Vej0qeQ3ioKwpI6FUbRv1,spotify:track:1Vej0qeQ3ioKwpI6FUbRv1,https://api.spotify.com/v1/tracks/1Vej0qeQ3ioKwpI6FUbRv1,https://api.spotify.com/v1/audio-analysis/1Vej0qeQ3ioKwpI6FUbRv1,184867.0,4.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",77.0,0.0
Van Morrison,Brown Eyed Girl,0.496,0.586,7.0,-10.991,1.0,0.0353,0.182,0.0,0.332,0.899,148.882,audio_features,30g3R8mv8qyLKv1A0cAFil,spotify:track:30g3R8mv8qyLKv1A0cAFil,https://api.spotify.com/v1/tracks/30g3R8mv8qyLKv1A0cAFil,https://api.spotify.com/v1/audio-analysis/30g3R8mv8qyLKv1A0cAFil,183520.0,4.0,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",79.0,0.0
Steppenwolf,Born To Be Wild - Single Version,0.467,0.827,9.0,-6.858,1.0,0.0967,0.263,0.778,0.194,0.562,146.045,audio_features,3zECldeBYO8lj8QZlUB2Be,spotify:track:3zECldeBYO8lj8QZlUB2Be,https://api.spotify.com/v1/tracks/3zECldeBYO8lj8QZlUB2Be,https://api.spotify.com/v1/audio-analysis/3zECldeBYO8lj8QZlUB2Be,210187.0,4.0,"['acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",67.0,0.0
Aerosmith,Sweet Emotion,0.38,0.76,9.0,-10.961,1.0,0.0378,0.00298,0.0294,0.104,0.491,99.437,audio_features,24NwBd5vZ2CK8VOQVnqdxr,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,https://api.spotify.com/v1/tracks/24NwBd5vZ2CK8VOQVnqdxr,https://api.spotify.com/v1/audio-analysis/24NwBd5vZ2CK8VOQVnqdxr,274133.0,4.0,"['album rock', 'classic rock', 'hard rock', 'rock']",74.0,0.0
ZZ Top,Sharp Dressed Man - 2008 Remaster,0.601,0.859,5.0,-5.263,1.0,0.0276,0.000359,0.00124,0.0871,0.446,125.145,audio_features,1UBQ5GK8JaQjm5VbkBZY66,spotify:track:1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/tracks/1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/audio-analysis/1UBQ5GK8JaQjm5VbkBZY66,258027.0,4.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']",73.0,0.0
Jimi Hendrix,All Along the Watchtower,0.429,0.812,8.0,-6.252,1.0,0.0657,0.00282,2.44e-05,0.0882,0.625,113.279,audio_features,7xdLNxZCtY68x5MAOBEmBq,spotify:track:7xdLNxZCtY68x5MAOBEmBq,https://api.spotify.com/v1/tracks/7xdLNxZCtY68x5MAOBEmBq,https://api.spotify.com/v1/audio-analysis/7xdLNxZCtY68x5MAOBEmBq,238627.0,4.0,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",77.0,0.0
Derek & The Dominos,Layla,0.405,0.799,5.0,-6.615,1.0,0.0635,0.513,0.375,0.221,0.274,113.991,audio_features,1KDsONFxp3YtnJTaLeWFIi,spotify:track:1KDsONFxp3YtnJTaLeWFIi,https://api.spotify.com/v1/tracks/1KDsONFxp3YtnJTaLeWFIi,https://api.spotify.com/v1/audio-analysis/1KDsONFxp3YtnJTaLeWFIi,428387.0,4.0,"['album rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",75.0,0.0
Creedence Clearwater Revival,Bad Moon Rising,0.518,0.839,2.0,-3.904,1.0,0.0406,0.0359,0.0,0.0817,0.935,179.098,audio_features,0BG2iE6McPhmAEKIhfqy1X,spotify:track:0BG2iE6McPhmAEKIhfqy1X,https://api.spotify.com/v1/tracks/0BG2iE6McPhmAEKIhfqy1X,https://api.spotify.com/v1/audio-analysis/0BG2iE6McPhmAEKIhfqy1X,139280.0,4.0,"['classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",78.0,0.0
Jimi Hendrix,Purple Haze,0.529,0.898,2.0,-5.249,1.0,0.0786,0.00627,0.728,0.0668,0.434,108.599,audio_features,4BYGxv4rxSNcTgT3DsFB9o,spotify:track:4BYGxv4rxSNcTgT3DsFB9o,https://api.spotify.com/v1/tracks/4BYGxv4rxSNcTgT3DsFB9o,https://api.spotify.com/v1/audio-analysis/4BYGxv4rxSNcTgT3DsFB9o,171427.0,4.0,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",71.0,0.0
Chris Brown,Loyal (feat. Lil Wayne & Tyga),0.841,0.519,1.0,-5.986,1.0,0.0417,0.0205,3.81e-06,0.0846,0.587,99.047,audio_features,0YJYfvfG4xwn0tAEItoRsE,spotify:track:0YJYfvfG4xwn0tAEItoRsE,https://api.spotify.com/v1/tracks/0YJYfvfG4xwn0tAEItoRsE,https://api.spotify.com/v1/audio-analysis/0YJYfvfG4xwn0tAEItoRsE,264947.0,4.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",73.0,0.0
Dillon Francis,When We Were Young (feat. The Chain Gang of 1974),0.588,0.842,1.0,-4.304,1.0,0.0451,0.000948,1.51e-06,0.313,0.46,128.032,audio_features,6h8Bu5maqvdspRv0LXoglo,spotify:track:6h8Bu5maqvdspRv0LXoglo,https://api.spotify.com/v1/tracks/6h8Bu5maqvdspRv0LXoglo,https://api.spotify.com/v1/audio-analysis/6h8Bu5maqvdspRv0LXoglo,199640.0,4.0,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'slap house', 'tropical house']",42.0,0.0
Tinashe,2 On (feat. ScHoolboy Q),0.742,0.595,9.0,-7.51,1.0,0.107,0.15,0.0,0.111,0.431,101.013,audio_features,3jVtllWS5CFFWLQng8sKsr,spotify:track:3jVtllWS5CFFWLQng8sKsr,https://api.spotify.com/v1/tracks/3jVtllWS5CFFWLQng8sKsr,https://api.spotify.com/v1/audio-analysis/3jVtllWS5CFFWLQng8sKsr,227000.0,4.0,"['alternative r&b', 'dance pop', 'electropop', 'hip pop', 'metropopolis', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",71.0,0.0
Pitbull,Time of Our Lives,0.729,0.801,5.0,-5.698,0.0,0.0529,0.0895,0.0,0.766,0.764,123.995,audio_features,6SEizXg6WimNyK8NdI9biV,spotify:track:6SEizXg6WimNyK8NdI9biV,https://api.spotify.com/v1/tracks/6SEizXg6WimNyK8NdI9biV,https://api.spotify.com/v1/audio-analysis/6SEizXg6WimNyK8NdI9biV,229347.0,4.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",81.0,0.0
Pharrell Williams,Come Get It Bae,0.934,0.798,0.0,-5.665,1.0,0.0849,0.266,4.54e-05,0.0962,0.895,120.162,audio_features,444P4wvSDa0SD5HE4YGx9B,spotify:track:444P4wvSDa0SD5HE4YGx9B,https://api.spotify.com/v1/tracks/444P4wvSDa0SD5HE4YGx9B,https://api.spotify.com/v1/audio-analysis/444P4wvSDa0SD5HE4YGx9B,201933.0,4.0,['pop rap'],58.0,0.0
Enrique Iglesias,Bailando - English Version,0.719,0.844,7.0,-3.529,1.0,0.103,0.0793,0.0,0.0551,0.941,90.951,audio_features,1yM7GIEJ2QniupkEHOyp0a,spotify:track:1yM7GIEJ2QniupkEHOyp0a,https://api.spotify.com/v1/tracks/1yM7GIEJ2QniupkEHOyp0a,https://api.spotify.com/v1/audio-analysis/1yM7GIEJ2QniupkEHOyp0a,243240.0,4.0,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",53.0,0.0
Eric Prydz,Call On Me - Radio Edit,0.606,0.847,10.0,-5.96,1.0,0.403,0.00553,0.00169,0.819,0.483,126.257,audio_features,6E0dc82Da4W5QWXR8ktoGT,spotify:track:6E0dc82Da4W5QWXR8ktoGT,https://api.spotify.com/v1/tracks/6E0dc82Da4W5QWXR8ktoGT,https://api.spotify.com/v1/audio-analysis/6E0dc82Da4W5QWXR8ktoGT,169427.0,4.0,"['disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'vocal house']",34.0,0.0
R.I.O.,Animal (feat. U-Jean) - Video Edit,0.62,0.865,0.0,-4.697,0.0,0.0412,0.00929,0.0,0.453,0.555,128.037,audio_features,79MkbP0nYwH5LG9fzwuCjZ,spotify:track:79MkbP0nYwH5LG9fzwuCjZ,https://api.spotify.com/v1/tracks/79MkbP0nYwH5LG9fzwuCjZ,https://api.spotify.com/v1/audio-analysis/79MkbP0nYwH5LG9fzwuCjZ,212467.0,4.0,"['dance pop', 'german dance', 'partyschlager', 'pop dance', 'pop house', 'pop rap']",3.0,0.0
Flo Rida,Let It Roll,0.701,0.915,4.0,-3.887,0.0,0.128,0.171,0.0,0.394,0.698,127.101,audio_features,72yHcYTFilEkFY1cJigOaE,spotify:track:72yHcYTFilEkFY1cJigOaE,https://api.spotify.com/v1/tracks/72yHcYTFilEkFY1cJigOaE,https://api.spotify.com/v1/audio-analysis/72yHcYTFilEkFY1cJigOaE,194453.0,4.0,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",53.0,0.0
Rihanna,Where Have You Been - Hardwell Club Mix,0.758,0.917,0.0,-5.196,0.0,0.336,0.00353,0.000474,0.339,0.245,128.02,audio_features,0ildeK8p6UUkHGK94EW1m0,spotify:track:0ildeK8p6UUkHGK94EW1m0,https://api.spotify.com/v1/tracks/0ildeK8p6UUkHGK94EW1m0,https://api.spotify.com/v1/audio-analysis/0ildeK8p6UUkHGK94EW1m0,394653.0,4.0,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",32.0,0.0
Chris Brown,Turn Up the Music,0.594,0.841,1.0,-5.792,1.0,0.102,0.000238,2.22e-06,0.156,0.643,129.925,audio_features,53NqwMK7Q40vc1l1Ntkuz4,spotify:track:53NqwMK7Q40vc1l1Ntkuz4,https://api.spotify.com/v1/tracks/53NqwMK7Q40vc1l1Ntkuz4,https://api.spotify.com/v1/audio-analysis/53NqwMK7Q40vc1l1Ntkuz4,227973.0,4.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",65.0,0.0
Flo Rida,GDFR (feat. Sage The Gemini and Lookas) - DJ Kay Rich x Up 2 No Good Remix,0.814,0.617,7.0,-9.735,1.0,0.317,0.0698,1.56e-05,0.0731,0.389,96.984,audio_features,2cE1pzq43cboeRYGY3VwVk,spotify:track:2cE1pzq43cboeRYGY3VwVk,https://api.spotify.com/v1/tracks/2cE1pzq43cboeRYGY3VwVk,https://api.spotify.com/v1/audio-analysis/2cE1pzq43cboeRYGY3VwVk,174006.0,4.0,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",28.0,0.0
R.I.O.,Party Shaker (feat. Nicco) - Video Edit,0.669,0.923,7.0,-4.113,1.0,0.0332,0.0102,2.49e-06,0.0659,0.967,127.998,audio_features,5XjD1KhHwSu8bJQljekhlt,spotify:track:5XjD1KhHwSu8bJQljekhlt,https://api.spotify.com/v1/tracks/5XjD1KhHwSu8bJQljekhlt,https://api.spotify.com/v1/audio-analysis/5XjD1KhHwSu8bJQljekhlt,206537.0,4.0,"['dance pop', 'german dance', 'partyschlager', 'pop dance', 'pop house', 'pop rap']",28.0,0.0
Usher,You Make Me Wanna...,0.761,0.639,5.0,-7.577,0.0,0.0539,0.0359,0.0,0.0945,0.922,164.088,audio_features,47TqCCnEliDp8NRDyIQoQq,spotify:track:47TqCCnEliDp8NRDyIQoQq,https://api.spotify.com/v1/tracks/47TqCCnEliDp8NRDyIQoQq,https://api.spotify.com/v1/audio-analysis/47TqCCnEliDp8NRDyIQoQq,219120.0,4.0,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",67.0,0.0
blink-182,All The Small Things,0.439,0.891,0.0,-4.764,1.0,0.057,0.0122,0.0,0.547,0.695,148.599,audio_features,7yCPwWs66K8Ba5lFuU2bcx,spotify:track:7yCPwWs66K8Ba5lFuU2bcx,https://api.spotify.com/v1/tracks/7yCPwWs66K8Ba5lFuU2bcx,https://api.spotify.com/v1/audio-analysis/7yCPwWs66K8Ba5lFuU2bcx,168000.0,4.0,"['pop punk', 'punk', 'rock', 'socal pop punk']",80.0,0.0
Black Box,Strike It Up,0.871,0.865,6.0,-7.692,0.0,0.0612,0.0101,0.000289,0.0686,0.92,118.392,audio_features,6m8umBymc4gJQUDq8fFKgH,spotify:track:6m8umBymc4gJQUDq8fFKgH,https://api.spotify.com/v1/tracks/6m8umBymc4gJQUDq8fFKgH,https://api.spotify.com/v1/audio-analysis/6m8umBymc4gJQUDq8fFKgH,298680.0,4.0,"['diva house', 'eurodance', 'europop', 'hip house', 'italo house', 'new wave pop', 'vocal house']",54.0,0.0
